study_hours,sleep_hours,social_activity,screen_time,stress_level,family_support,physical_activity,cgpa,anxiety_level,self_esteem,headache,sleep_quality,breathing_problem,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,addiction,isolation,mental_health_status
6,7,10,10,3,9,6,4.11,3,6,2,3,8,5,3,5,6,7,5,8,5,9,8,0,0,0
2,6,0,5,2,7,6,7.75,1,8,10,4,8,3,9,3,5,1,9,7,2,10,5,4,10,0
7,8,9,6,3,1,9,6.0,1,10,4,2,9,3,9,3,7,3,5,2,8,4,9,9,0,0
9,4,6,15,2,5,9,7.16,1,10,2,6,10,10,7,0,8,3,5,0,8,8,1,9,5,0
3,5,1,15,7,8,9,7.76,9,0,6,5,2,7,2,4,3,7,3,10,10,1,0,5,10,1
0,6,3,0,8,0,3,3.37,10,0,2,4,7,10,9,8,1,10,2,9,5,5,0,6,9,1
3,4,4,2,5,5,10,7.59,4,7,7,7,0,7,8,5,4,1,0,7,1,10,0,0,4,1
6,6,6,2,7,7,5,9.43,6,3,8,4,6,2,2,7,4,6,2,3,6,8,8,3,4,1
10,8,1,1,5,9,8,7.06,7,3,1,2,4,6,3,10,7,2,2,6,8,9,4,4,9,1
3,6,5,6,4,1,2,4.11,3,7,2,4,1,4,5,3,4,8,8,3,8,4,3,4,7,0
5,7,0,8,4,4,8,6.46,5,5,6,2,1,4,8,8,5,4,2,6,2,10,9,6,10,0
8,4,6,3,4,5,3,6.55,6,4,4,4,7,2,9,6,7,7,7,0,1,5,4,3,3,0
0,6,8,11,1,4,4,6.54,1,8,9,2,4,1,1,6,4,4,7,0,4,9,8,9,4,0
4,6,4,4,5,2,6,7.36,7,4,6,2,10,2,1,7,4,0,2,1,10,3,2,6,6,1
10,6,4,2,4,3,5,10.0,2,8,1,5,2,6,1,1,8,8,9,4,9,4,2,7,4,0
6,8,3,10,6,6,9,4.58,7,3,3,3,0,2,4,5,5,9,9,10,6,7,1,1,5,1
0,7,2,8,5,3,7,8.36,5,4,0,4,10,10,5,6,2,10,5,9,2,0,7,0,8,1
3,5,8,13,4,8,7,6.31,3,7,4,5,6,1,2,2,4,6,7,5,3,0,6,9,1,0
5,7,4,3,3,10,7,7.74,1,8,7,1,10,3,2,7,6,3,7,1,9,9,1,9,4,0
1,7,7,4,5,9,2,7.98,3,6,0,3,2,4,1,0,3,6,9,0,1,3,3,0,1,1
9,8,8,0,6,1,9,7.04,7,4,6,1,6,6,10,0,6,4,9,8,10,9,6,0,1,1
4,9,4,10,2,4,5,7.21,2,8,6,0,1,0,5,9,6,9,8,6,9,2,0,8,4,0
10,4,9,11,5,7,6,6.42,3,8,6,5,3,7,0,2,7,8,8,7,1,4,0,3,2,1
9,5,8,14,5,4,8,7.25,5,4,0,4,1,9,8,5,7,1,7,5,6,10,7,8,2,1
0,5,1,12,3,9,9,6.51,3,7,10,5,3,2,10,6,3,3,6,8,1,9,5,6,7,0
5,6,8,1,3,7,9,8.38,1,8,2,2,4,10,9,1,6,5,9,7,0,7,1,6,0,0
5,7,10,11,5,7,3,6.62,5,4,10,2,7,5,3,5,5,10,2,3,3,0,9,1,0,1
3,8,3,12,2,8,4,7.93,3,6,1,0,1,3,1,4,5,4,6,4,5,4,9,1,5,0
7,6,5,8,5,9,7,7.19,3,7,4,3,9,4,5,5,6,0,3,1,9,4,0,4,4,1
3,6,5,1,3,5,0,6.91,4,5,1,3,2,9,4,0,5,8,1,0,9,1,2,9,5,0
7,6,5,4,7,3,5,3.18,8,1,4,4,9,5,2,9,5,8,7,5,3,4,3,0,6,1
7,5,1,12,9,10,3,7.17,9,1,4,3,4,1,2,6,4,2,1,2,0,7,4,6,10,1
4,9,6,15,3,2,4,8.0,3,8,3,1,10,2,4,7,5,3,0,10,0,9,10,10,4,0
3,4,5,15,6,4,10,6.92,4,5,10,6,8,7,3,6,3,3,4,3,8,6,9,6,3,1
1,7,10,7,3,5,4,3.51,2,9,6,3,9,7,4,8,4,9,9,0,0,1,2,10,1,0
10,9,0,2,7,2,1,6.43,5,6,9,1,10,0,1,0,6,7,8,5,6,5,4,7,10,1
2,6,1,5,2,1,7,7.96,3,8,5,4,4,9,10,9,5,5,4,7,10,9,6,6,10,0
2,6,6,3,5,6,1,6.67,5,6,1,3,8,7,0,8,3,1,10,9,6,10,10,7,2,1
3,6,0,10,3,10,3,7.71,4,7,3,2,3,10,4,10,5,3,1,3,0,10,8,2,10,0
3,6,0,6,4,4,4,7.95,6,5,10,2,9,1,10,10,4,0,9,9,0,0,4,2,10,0
9,8,0,9,2,8,0,3.54,4,6,6,2,4,9,0,2,8,2,3,7,5,9,3,7,10,0
10,3,7,13,6,2,5,7.34,7,3,8,5,8,9,2,1,7,3,7,10,7,9,9,8,3,1
10,8,3,12,3,7,1,7.49,2,9,8,1,3,7,7,5,8,7,6,9,6,2,10,9,9,0
4,4,3,2,6,5,4,7.66,5,5,2,6,4,9,10,10,4,2,4,2,5,10,8,3,6,1
3,6,1,15,4,3,5,9.14,2,8,0,5,4,4,7,4,4,4,3,10,9,10,7,7,7,0
10,5,10,5,4,8,10,4.36,2,9,8,6,3,0,8,3,8,0,4,6,2,5,4,0,0,0
9,7,10,14,5,4,7,6.34,3,8,7,2,3,7,0,3,7,3,6,2,10,8,8,1,0,1
7,4,10,11,3,9,8,7.32,3,6,6,5,10,4,3,7,7,1,4,5,6,0,10,9,2,0
5,7,0,14,5,5,5,3.82,4,6,5,4,4,0,5,9,5,3,7,3,5,5,8,9,8,1
5,9,9,9,8,8,4,7.15,9,2,9,1,5,3,6,2,3,4,6,5,7,1,0,9,0,1
7,4,8,8,3,6,3,6.37,5,5,6,5,6,0,4,0,7,2,6,6,3,8,5,8,2,0
6,6,6,10,7,4,1,4.1,6,4,10,5,5,8,6,4,4,5,8,7,8,1,10,1,4,1
9,5,3,15,7,1,1,3.5,6,4,8,5,0,9,10,7,6,1,7,5,0,2,4,1,5,1
10,7,5,9,3,3,6,7.97,2,7,5,2,1,1,9,2,8,4,7,3,6,1,5,7,4,0
9,6,1,0,2,1,4,7.36,0,10,9,2,6,7,7,1,8,3,5,8,8,10,9,4,10,0
7,5,6,15,5,2,6,7.53,5,5,2,3,2,3,9,0,6,4,6,6,9,3,2,4,5,1
1,7,1,15,3,9,10,6.84,4,7,2,1,9,8,5,3,4,8,7,8,0,3,2,10,7,0
8,9,9,15,8,2,0,7.78,6,4,3,1,10,1,10,10,5,5,4,2,9,9,9,5,0,1
0,6,7,2,5,3,0,7.67,5,6,9,3,1,2,3,1,2,6,9,4,2,0,4,7,4,1
7,7,7,1,3,5,4,6.58,2,9,9,4,5,1,0,7,7,10,1,0,6,7,6,7,2,0
10,4,0,7,2,2,1,7.1,2,9,7,5,10,9,10,10,9,7,6,10,8,4,3,8,9,0
3,5,7,6,7,9,7,7.65,5,5,9,3,3,4,4,9,3,8,9,7,0,7,5,9,5,1
3,7,1,1,3,0,2,7.91,2,7,8,1,10,10,9,8,5,4,2,0,5,5,4,10,7,0
4,9,5,5,5,0,0,6.41,3,8,7,1,4,0,9,9,4,7,9,0,10,1,1,2,4,1
7,7,0,14,6,8,1,6.81,7,2,10,4,5,2,9,0,5,1,10,6,1,6,10,8,10,1
4,6,4,2,4,8,9,7.83,3,8,9,4,2,0,3,1,5,9,7,10,4,9,0,10,7,0
7,6,10,7,4,4,9,6.16,4,5,1,5,0,9,4,5,6,8,5,7,6,8,5,2,0,0
9,4,6,9,4,8,6,7.95,2,9,3,5,2,7,3,9,7,1,10,2,6,6,4,0,3,0
0,7,9,12,6,10,5,6.81,8,1,3,3,2,3,8,6,2,4,3,1,9,10,8,10,3,1
9,7,0,2,6,6,7,6.7,6,5,1,3,5,2,2,1,6,5,1,6,6,4,6,4,10,1
8,5,1,9,4,8,6,6.37,4,7,7,5,3,7,2,7,7,3,6,9,3,3,0,6,7,0
5,6,6,13,5,6,9,7.76,4,5,2,2,6,8,9,9,5,7,0,4,5,10,9,2,4,1
2,7,5,15,4,8,7,6.95,4,7,1,1,10,7,6,8,4,9,6,0,10,7,5,8,6,0
7,5,2,8,2,1,2,6.92,0,10,6,6,1,5,1,7,7,2,9,1,9,5,10,0,9,0
8,6,9,15,5,10,5,7.82,7,4,0,3,3,2,8,8,6,10,9,2,5,4,6,5,0,1
5,9,1,0,8,10,6,6.67,9,2,5,1,7,7,7,5,3,4,6,5,6,6,2,5,10,1
10,6,9,4,3,7,9,7.43,5,5,2,2,10,4,5,10,8,1,9,0,8,10,8,7,3,0
6,6,3,2,3,6,10,6.64,1,9,2,4,5,4,8,6,6,2,2,7,5,2,10,2,8,0
0,6,2,5,3,5,0,7.2,2,8,4,5,9,8,10,5,3,7,3,1,9,8,10,4,6,0
4,7,6,9,6,4,0,7.55,4,5,2,4,2,0,2,6,4,10,3,4,0,3,1,10,3,1
4,6,7,1,5,3,6,7.29,5,5,3,3,9,6,3,2,4,4,3,7,7,3,0,9,3,1
9,5,1,8,4,6,10,7.7,3,6,2,6,1,7,6,3,7,2,8,4,1,7,9,10,10,0
3,8,9,5,3,2,2,6.3,4,6,6,2,2,10,0,8,5,4,5,7,2,5,9,4,3,0
5,8,6,6,5,7,2,6.84,6,3,2,1,0,9,0,2,5,8,9,5,4,10,8,7,6,1
6,5,7,4,1,1,4,6.98,0,10,9,4,0,2,0,1,7,2,8,6,5,0,6,6,2,0
8,3,5,8,5,0,10,7.17,5,5,3,5,1,7,7,10,6,9,3,7,6,1,9,2,4,1
0,8,5,0,6,10,5,6.66,7,4,1,2,2,0,5,6,2,6,6,2,3,8,10,6,5,1
5,5,9,4,2,1,1,7.52,4,6,1,6,8,7,2,5,6,7,9,4,2,5,0,9,3,0
6,7,0,10,1,8,2,7.43,0,10,8,1,7,6,9,2,7,4,8,9,8,6,3,7,10,0
2,3,3,9,8,4,5,7.55,10,0,10,7,10,3,6,5,2,2,9,6,3,10,9,4,9,1
7,7,0,10,3,10,2,6.15,4,6,0,3,10,10,5,6,7,10,2,8,8,8,2,10,10,0
4,4,3,5,7,7,4,8.61,8,3,0,5,8,6,4,5,3,5,2,5,8,2,10,4,7,1
8,7,1,6,4,2,8,8.05,2,9,9,2,6,9,2,0,7,2,5,9,10,4,6,10,10,0
4,6,10,15,4,6,2,7.74,2,7,0,4,6,10,3,0,5,8,7,0,2,4,4,0,0,0
8,5,4,11,5,1,10,6.93,4,7,2,3,4,6,10,8,6,1,0,10,2,9,8,7,7,1
9,5,9,3,3,7,5,6.57,1,8,1,4,6,9,10,5,8,2,3,7,10,6,10,5,1,0
3,7,8,11,5,6,10,7.02,5,5,2,2,3,0,0,1,4,6,7,5,7,1,2,5,3,1
8,6,10,12,4,4,4,3.08,3,8,4,4,4,2,8,10,7,9,5,0,0,3,10,4,2,0
4,7,9,0,2,10,4,7.65,2,9,8,3,0,6,4,0,6,7,1,3,5,10,5,4,1,0
9,9,2,14,5,3,10,3.31,3,7,1,0,10,10,1,10,7,4,7,5,5,3,9,2,7,1
8,4,7,10,4,0,5,9.43,3,7,10,4,3,4,10,1,7,4,0,9,8,7,1,2,2,0
2,9,2,7,4,4,5,7.1,5,5,0,0,2,8,8,7,4,4,0,0,1,9,2,1,9,0
3,7,5,9,2,8,0,7.26,4,6,10,3,1,6,6,4,5,3,6,9,7,2,3,8,6,0
8,5,3,3,8,9,10,7.61,9,2,5,4,1,2,7,6,5,8,9,4,6,1,5,7,8,1
9,4,7,2,6,3,8,7.19,6,4,2,6,7,0,2,6,6,5,2,2,1,8,10,10,5,1
10,6,10,11,6,8,4,7.83,7,3,6,3,0,4,6,1,7,7,7,6,0,10,0,2,0,1
5,8,5,6,4,1,0,7.5,5,6,5,2,7,9,10,3,5,7,8,7,3,3,5,4,5,0
1,6,7,11,1,3,7,9.46,3,6,10,4,8,4,0,1,5,4,7,2,1,8,3,9,3,0
6,8,0,1,8,8,6,7.19,10,1,6,0,5,6,5,6,4,8,0,9,2,5,7,4,9,1
1,4,5,7,4,3,6,6.47,5,4,4,6,0,0,9,4,3,1,0,2,1,0,8,7,6,0
10,6,0,13,3,4,4,7.72,5,5,0,3,9,9,5,0,8,7,5,10,8,10,7,5,8,0
1,5,0,5,5,10,0,9.21,6,5,2,5,6,1,10,1,3,2,0,2,3,2,7,6,10,1
10,7,7,6,7,7,8,9.1,6,4,2,4,4,10,9,5,6,6,7,10,0,6,1,4,2,1
0,8,6,13,4,0,10,6.87,5,6,6,1,8,5,5,3,3,8,5,5,7,8,9,0,6,0
10,5,2,4,7,0,8,7.35,5,4,2,3,6,7,2,6,6,10,4,5,3,7,1,7,9,1
10,2,5,8,7,8,7,7.28,9,2,10,7,4,3,5,1,6,4,5,2,9,4,5,3,5,1
10,6,8,4,2,8,4,6.54,4,6,4,2,1,2,2,1,9,10,3,5,10,7,4,4,4,0
2,7,6,10,3,3,2,6.15,3,8,3,4,3,2,9,5,4,7,0,8,10,1,5,0,3,0
5,7,2,4,6,1,7,7.91,6,4,3,1,1,2,8,7,4,3,6,10,7,2,8,2,6,1
7,8,5,2,0,8,0,7.91,0,10,6,2,8,1,6,0,8,0,9,7,7,7,9,1,6,0
8,4,10,10,4,3,2,7.59,6,3,0,7,1,0,3,4,7,0,8,10,8,8,6,1,2,0
6,7,3,0,2,5,10,9.07,4,7,6,4,1,4,2,0,7,5,3,6,9,9,4,0,9,0
3,8,2,1,4,0,6,4.29,4,7,7,0,1,9,5,10,4,7,3,6,6,7,9,5,8,0
5,4,8,7,4,8,3,7.5,4,7,2,5,0,4,8,5,5,9,8,7,3,3,6,7,3,0
4,7,9,14,4,4,6,7.87,5,6,2,1,8,4,2,6,5,1,3,6,1,5,7,2,0,0
7,5,1,0,3,2,10,6.56,5,4,3,3,7,3,7,5,7,10,9,2,5,10,10,0,10,0
0,6,0,6,2,3,4,6.18,4,6,5,5,1,2,5,8,4,3,3,7,3,4,0,9,10,0
0,7,1,13,9,0,5,9.06,10,1,6,3,1,2,3,2,0,2,7,7,5,3,9,1,10,1
10,5,6,13,8,8,6,6.6,10,1,0,4,4,1,4,7,6,8,10,0,7,8,10,2,5,1
5,5,9,4,2,7,9,6.78,0,10,3,3,3,4,2,2,6,2,3,9,2,9,10,5,0,0
9,6,0,2,8,3,6,6.57,8,1,6,4,1,3,1,10,5,10,8,4,0,2,6,2,10,1
1,5,5,11,4,1,6,6.36,4,6,10,5,7,5,8,6,3,7,10,4,4,0,3,8,3,0
4,5,6,11,5,8,6,9.17,5,5,1,4,7,1,2,4,4,6,7,0,2,6,4,0,6,1
0,8,8,14,4,3,10,6.45,3,8,0,2,3,1,5,0,3,0,4,5,5,9,1,6,1,0
6,4,7,10,3,8,6,7.71,1,10,0,4,3,7,4,10,6,7,8,5,2,7,9,9,2,0
0,7,5,6,6,9,2,6.31,4,6,9,4,8,5,9,3,2,8,7,3,0,10,4,7,3,1
3,7,2,8,5,2,2,7.98,6,5,5,3,3,2,10,10,4,7,9,5,8,2,8,8,6,1
8,4,7,1,4,6,6,6.49,3,8,4,7,9,4,7,8,7,9,3,5,4,2,0,7,2,0
0,5,6,7,2,6,1,6.49,4,7,0,4,10,2,4,7,4,9,3,0,1,5,2,4,6,0
3,8,2,8,3,9,1,3.85,1,8,9,1,8,10,10,2,5,0,0,4,1,1,3,0,6,0
5,5,8,10,1,3,2,7.37,0,9,2,5,2,1,7,1,7,10,3,1,10,5,8,0,4,0
5,6,1,2,5,1,3,6.89,4,6,10,5,1,2,10,10,5,10,7,6,8,4,1,7,10,1
7,7,2,1,2,10,5,7.89,0,9,6,1,10,0,4,8,7,6,4,8,0,6,6,6,8,0
0,8,1,6,4,8,7,6.62,5,4,8,3,7,6,10,0,3,8,5,8,9,8,8,4,10,0
6,6,0,4,7,3,9,7.36,6,4,8,4,2,5,9,8,4,4,3,10,2,8,9,9,10,1
0,6,3,4,7,7,9,6.59,7,2,5,5,1,4,5,6,1,1,4,8,9,0,3,2,6,1
6,8,4,9,4,1,6,6.69,3,7,2,3,10,5,4,1,6,7,9,10,10,6,4,8,5,0
2,9,5,4,4,7,3,7.37,6,5,0,0,7,7,1,10,4,8,7,6,6,2,9,3,3,0
10,7,4,3,8,10,1,7.59,6,4,2,3,7,2,9,4,6,6,8,6,0,3,3,5,4,1
7,6,0,12,6,9,1,6.85,8,2,9,5,4,2,9,1,5,4,2,0,1,1,6,10,10,1
2,5,2,4,4,4,3,7.75,5,5,1,5,8,4,5,4,4,7,9,10,5,0,7,3,8,0
0,5,0,12,2,6,5,8.85,2,9,10,3,10,4,6,6,4,5,3,10,8,9,7,8,10,0
7,7,10,3,5,6,2,7.06,3,8,4,3,5,10,2,4,6,3,0,5,8,2,2,3,0,1
2,7,4,14,6,8,5,6.62,5,6,7,1,4,0,2,1,3,0,10,4,7,9,1,7,5,1
1,9,4,12,3,2,4,4.12,3,7,4,1,2,3,6,10,4,5,4,7,2,8,5,10,7,0
0,7,10,5,5,9,4,7.7,4,6,0,3,6,8,10,4,2,7,3,7,1,0,0,2,0,1
2,4,5,3,4,3,1,6.36,5,5,2,7,8,7,9,9,4,2,5,10,0,2,8,7,6,0
1,8,7,1,4,9,7,6.53,2,8,4,3,3,2,3,5,3,6,5,3,10,10,6,10,5,0
1,5,9,8,0,3,4,7.79,1,9,6,3,10,4,1,4,5,6,9,0,10,4,7,2,3,0
5,6,0,1,4,9,10,6.3,5,5,4,2,6,4,8,1,5,8,5,5,8,2,6,10,10,0
0,7,3,8,6,4,1,6.84,7,3,9,2,2,6,8,5,2,0,2,9,4,3,4,4,5,1
1,9,9,15,3,5,6,7.31,4,5,4,2,10,7,5,5,4,4,6,0,2,3,4,0,3,0
5,10,10,9,5,2,8,6.06,4,7,6,0,1,8,1,1,5,7,2,4,9,0,6,5,2,1
2,7,0,5,3,3,8,3.4,5,4,7,4,10,6,2,3,4,2,5,4,9,5,6,10,10,0
3,6,8,8,5,2,0,8.99,4,7,7,4,0,1,4,6,4,4,9,2,10,10,1,1,4,1
0,7,10,8,4,1,6,7.92,4,6,6,2,5,7,10,0,3,0,0,4,4,6,1,2,0,0
7,7,6,2,3,9,8,7.33,4,5,2,4,4,7,10,0,7,8,7,5,10,6,6,10,6,0
6,6,6,0,7,8,5,6.4,7,3,10,5,1,10,4,10,4,3,6,4,2,5,4,0,5,1
6,9,4,0,6,0,0,7.83,5,4,1,2,2,1,8,10,5,4,8,0,8,6,1,10,8,1
2,7,6,2,3,1,1,6.01,4,5,0,4,8,5,9,5,4,2,2,6,0,2,0,5,6,0
9,7,1,4,5,7,3,3.09,4,6,5,1,2,9,2,6,7,1,7,2,0,4,8,4,9,1
9,7,3,12,6,6,3,8.48,7,2,8,1,6,0,1,4,6,6,1,6,2,6,10,9,8,1
2,7,6,2,6,0,1,7.25,5,4,2,2,0,10,9,9,3,10,8,4,5,9,7,1,5,1
1,8,2,11,1,4,7,6.82,0,10,4,2,6,6,7,7,5,4,0,2,10,4,1,10,8,0
0,6,1,15,7,9,1,7.23,9,1,8,4,8,9,6,10,1,10,9,10,1,9,1,7,9,1
6,5,9,8,3,5,2,6.69,5,5,8,4,10,1,8,3,6,9,6,5,0,1,2,8,0,0
6,5,1,8,4,4,3,6.65,5,4,6,5,7,4,2,2,6,2,9,0,7,5,3,2,10,0
1,7,0,2,10,3,8,6.41,8,2,3,1,6,6,5,6,0,1,0,5,10,6,8,5,8,1
6,7,4,2,5,0,9,6.35,5,6,10,4,9,9,4,3,5,9,5,3,9,10,5,5,4,1
7,7,5,11,4,6,0,6.61,2,9,1,3,7,10,4,0,6,5,0,3,8,1,2,9,5,0
0,9,5,13,0,8,7,8.29,1,9,1,2,3,8,9,10,5,9,3,4,9,9,7,5,6,0
8,6,8,4,7,5,4,6.59,5,5,3,5,1,0,7,7,5,5,6,8,0,7,5,7,3,1
6,7,3,1,2,2,6,7.09,2,9,0,1,10,8,0,4,7,2,1,0,2,4,7,4,6,0
2,5,0,5,2,9,7,7.25,3,7,3,6,8,10,0,7,5,8,2,2,4,10,9,9,8,0
7,6,5,6,4,3,4,7.36,6,3,10,4,2,4,2,7,6,0,3,10,6,7,1,9,6,0
6,7,4,12,7,9,7,3.34,5,5,5,1,10,5,10,4,4,2,5,3,9,2,7,7,5,1
10,7,9,8,6,4,9,7.43,8,1,5,2,3,7,1,7,7,0,8,1,3,1,10,2,0,1
7,6,5,14,4,0,10,7.96,6,5,6,2,6,10,1,6,6,6,3,8,5,6,4,6,5,0
5,6,2,5,5,4,7,7.97,4,6,4,4,1,1,1,2,5,1,5,10,0,4,9,0,6,1
8,4,1,2,3,0,8,7.72,3,8,8,4,7,6,3,3,7,10,6,6,3,4,3,3,8,0
4,6,5,11,5,8,1,7.21,3,7,1,4,9,3,0,10,4,10,3,0,7,7,2,4,4,1
2,8,0,4,5,6,2,10.0,7,2,1,2,7,8,9,6,3,3,5,8,4,8,8,6,9,1
2,7,6,3,6,2,0,7.21,8,2,3,1,4,5,8,3,3,3,2,5,7,7,9,5,2,1
0,7,6,14,6,8,3,7.1,6,5,3,3,8,6,4,5,2,7,4,1,0,9,6,5,4,1
7,6,9,4,5,1,4,6.19,7,2,3,3,7,10,4,1,6,10,10,0,9,1,6,1,3,1
1,6,6,7,4,6,10,7.03,6,4,0,4,0,5,8,1,3,3,9,5,8,9,5,10,5,0
2,5,10,7,6,8,0,8.88,8,3,3,4,8,10,4,2,3,2,3,6,3,10,8,1,0,1
7,7,9,5,4,5,7,7.96,6,5,4,2,4,7,10,9,6,9,6,9,8,6,2,1,0,0
7,7,0,0,2,9,1,6.74,1,9,8,3,8,5,7,6,7,2,5,5,7,10,0,9,8,0
10,7,3,7,4,4,0,8.62,3,8,2,4,8,6,10,2,8,4,6,6,7,4,6,7,9,0
3,6,6,7,5,6,1,4.94,6,3,2,3,9,7,0,2,4,5,5,5,1,6,8,6,5,1
3,3,10,1,6,5,4,7.95,4,6,4,6,9,0,0,3,3,6,1,7,2,2,5,0,1,1
4,8,8,3,4,4,8,7.1,4,5,9,0,2,9,3,9,5,4,6,1,9,3,9,8,1,0
5,6,4,11,2,1,8,7.86,3,8,5,3,7,3,7,5,6,6,7,8,8,6,1,10,5,0
4,5,1,15,5,7,1,7.86,4,7,2,4,6,5,2,0,4,3,6,8,2,1,7,10,9,1
6,7,6,1,5,6,1,6.67,4,7,0,2,6,0,0,5,5,4,3,10,7,1,8,7,2,1
1,6,9,3,5,5,2,7.16,4,5,9,3,9,3,10,7,3,5,3,8,4,0,9,8,1,1
6,8,0,11,6,4,6,7.36,7,4,7,3,1,5,8,7,5,8,4,6,6,0,7,3,8,1
9,7,6,12,7,4,10,6.47,6,4,0,2,1,6,8,5,6,5,8,8,3,0,8,4,5,1
6,7,5,12,3,8,2,4.91,4,6,1,3,1,5,8,5,6,9,4,0,7,5,0,10,5,0
0,4,6,9,3,0,0,7.12,2,9,2,7,10,10,8,2,3,10,1,2,3,4,2,4,5,0
6,8,9,6,2,8,5,7.3,4,6,5,1,1,3,1,1,7,0,4,1,4,9,2,10,0,0
4,7,2,8,6,5,2,7.51,8,1,3,3,3,6,10,6,4,10,2,10,0,7,8,8,9,1
2,6,2,13,7,3,0,7.26,5,4,3,4,6,9,10,7,2,6,9,0,9,4,2,7,10,1
2,7,6,15,4,9,3,7.02,3,8,8,4,1,1,10,9,4,10,7,4,7,0,9,9,4,0
3,4,1,15,4,6,0,6.3,2,8,5,7,4,5,3,5,4,10,9,0,6,7,0,5,7,0
1,7,0,13,7,8,0,6.72,8,2,1,3,6,4,1,4,2,2,9,2,10,5,2,10,10,1
1,5,8,7,6,4,1,3.85,4,7,6,6,8,1,6,3,2,5,1,5,4,7,1,9,2,1
0,4,8,15,5,4,9,7.12,4,5,2,7,7,8,10,0,2,1,10,5,5,1,8,10,0,1
4,4,6,14,2,7,7,7.1,3,8,8,4,8,6,2,8,6,6,3,2,0,9,0,9,4,0
3,8,6,11,6,6,1,6.11,7,3,5,3,6,2,8,10,3,0,4,3,7,7,10,0,4,1
10,5,2,8,3,7,10,4.18,5,5,7,3,2,6,6,9,8,1,3,6,8,5,1,6,10,0
9,8,9,7,2,10,1,8.02,3,8,0,3,0,10,7,3,8,8,4,5,10,0,0,8,2,0
1,6,1,1,4,9,10,6.47,5,4,1,5,9,10,8,1,3,8,9,10,4,0,8,3,10,0
2,4,10,6,3,1,10,8.14,1,8,5,6,6,5,7,3,4,6,10,1,9,9,6,3,0,0
6,5,6,15,4,8,9,3.98,5,6,2,3,10,6,6,10,6,1,3,8,6,4,0,4,4,0
6,8,8,1,2,2,9,6.66,2,8,0,3,5,3,8,4,7,4,2,5,9,6,9,7,3,0
3,6,0,12,6,5,7,7.68,8,1,5,3,1,9,10,1,3,3,0,1,3,3,5,10,9,1
4,5,3,11,7,5,5,7.92,9,2,4,6,0,7,0,6,3,1,3,6,5,9,4,4,6,1
4,7,5,10,1,1,10,4.34,2,8,8,3,9,7,10,2,6,1,8,10,1,4,9,3,7,0
5,7,6,15,6,6,3,6.81,4,5,5,3,3,6,3,7,4,9,0,10,3,9,10,7,3,1
8,8,9,1,3,8,2,6.97,5,4,4,2,3,6,3,3,7,7,6,9,4,2,4,10,0,0
1,9,6,14,6,9,0,7.39,8,3,0,0,5,9,4,10,2,4,2,9,8,1,3,4,2,1
4,6,9,3,4,10,10,9.42,4,6,0,2,10,7,7,4,5,7,7,3,8,1,2,7,0,0
2,4,1,0,5,0,2,6.83,6,3,10,4,4,0,9,2,3,1,5,0,7,4,7,0,8,1
3,6,3,14,4,7,8,6.37,6,5,0,3,8,5,0,10,4,1,0,9,3,3,6,2,7,0
9,6,4,4,7,1,4,7.0,9,0,6,2,7,1,5,4,6,10,9,8,5,1,4,6,7,1
5,5,0,5,2,0,5,6.81,4,6,5,5,8,0,8,8,6,10,4,10,6,4,8,0,8,0
7,5,0,15,6,7,4,6.77,8,1,4,3,9,9,9,10,5,2,7,9,0,9,6,10,8,1
0,7,9,8,7,1,0,6.73,5,5,3,1,6,6,7,1,1,10,10,7,0,8,9,4,0,1
9,6,2,9,6,5,9,7.68,5,4,10,5,8,5,1,6,6,9,2,4,3,7,1,5,10,1
7,6,9,7,9,5,0,6.45,9,0,10,2,2,4,6,9,4,7,3,2,2,8,6,0,3,1
10,5,2,1,3,4,3,7.94,1,10,7,6,8,4,4,7,8,7,6,3,9,8,6,6,6,0
6,6,7,0,6,7,2,7.83,6,3,10,2,1,8,1,2,5,2,10,2,3,7,3,8,1,1
0,5,8,1,4,2,10,6.36,6,4,7,6,8,8,10,10,3,0,5,9,8,8,7,8,4,0
1,8,10,6,7,9,7,4.12,7,4,4,2,5,5,0,3,2,6,6,7,1,3,3,2,1,1
2,8,0,3,4,3,6,7.17,5,5,3,0,3,2,1,10,4,3,8,4,3,7,6,3,10,0
0,4,10,9,4,6,10,6.51,5,5,1,6,10,6,10,9,3,2,8,10,6,1,3,0,1,0
8,5,1,4,7,6,6,8.85,6,5,6,3,1,3,9,1,5,4,1,7,1,8,7,3,9,1
7,4,9,11,4,7,7,7.19,3,7,4,5,9,4,5,9,6,5,2,0,7,8,2,4,0,0
1,5,1,6,2,1,9,6.95,2,7,2,4,2,6,10,8,4,0,3,8,9,10,1,6,8,0
8,6,3,15,3,10,6,7.65,1,10,8,4,4,6,7,2,7,8,5,10,3,2,9,4,8,0
6,4,1,2,6,1,9,9.11,4,5,8,6,8,9,2,8,5,5,4,9,8,5,5,7,10,1
8,5,6,15,7,3,1,7.96,9,0,10,4,6,7,4,6,5,2,5,2,0,6,6,6,2,1
5,5,8,9,5,9,3,6.82,3,7,10,4,10,0,10,5,5,0,10,0,6,2,6,0,1,1
5,7,6,1,7,8,10,7.39,6,4,9,4,10,4,1,10,4,8,7,2,0,4,5,1,6,1
